RNA;nom;sigle;description;etat;dateDeValidationStatuts;siege;liste_activites;contact_adresse;contact_cp;contact_ville;site_web;anneeCreation
W332004751;Association Pitchoun';;Association a but non lucratif gestionnaire d'Etablissements d'Accueil de Jeunes Enfants (EAJE). L’association Pitchoun’ a pour mission de rendre service aux familles, et plus particulièrement d’accueillir l’enfant dans le respect de son environnement familial, social et culturel.;Validée;2014-06-23;Bordeaux;Crèches;130 cours de la Somme;33800;Bordeaux;https://www.pitchoun.org/;1986
W332016180;École des grands parents européens;EGPE;Promouvoir les réflexions et recherches sur le rôle des grands-parents dans la famille et dans la société. Privilégier la force du lien des grands-parents avec leurs petits-enfants et leurs enfants. Offrir aux grands-parents un lieu d’écoute, de soutien, d’information. Favoriser les échanges intergénérationnels et interculturels au-delà des frontières. Représenter la génération des grands-parents.;Validée;2013-10-30;Bordeaux;Droits des enfants;22 rue d'Alzon;33000;Bordeaux;http://www.egpebordeauxgironde.fr;2013
W402004259;Association Alcooliques Anonymes Aquitaine;AA;Les Alcooliques Anonymes sont une association d'hommes et de femmes qui partagent entre eux leur expérience, leur force et leur espoir dans le but de résoudre leur problème commun et d'aider d'autres alcooliques à se rétablir. Le désir d'arrêter de boire est la seule condition pour devenir membre des AA. Notre but premier est de demeurer abstinent et d'aider d'autres alcooliques à le devenir.;Validée;2015-06-20;BORDEAUX;Autres activités d'entraide et de solidarité;Place St-Christoly;33000;BORDEAUX;http://www.alcooliques-anonymes.fr;2015
W332015674;International Club of Bordeaux;ICB;"Faciliter l’intégration et la vie quotidienne de personnes et de familles issues de la communauté internationale sur Bordeaux et sa Métropole ; éviter l’isolement et le repli de ces personnes sur leur propre communauté ; développer le réseau d’échange et de solidarité ; valoriser l’attractivité de la ville de Bordeaux et de sa Métropole à l’international.";Validée;2013-05-11;Bordeaux;Amicales - Confréries - Clubs;8 place des Quinconces;33000;Bordeaux;http://www.icbordeaux.fr/;2013
W332012752;La Brigade;;L’association « La Brigade » fondée en septembre 2011 a pour but de participer à la valorisation des sports de glisse. Par cet objet, l’association participe à la création, la diffusion et à ce qui détermine la richesse des sports de glisse, elle est un relais indispensable entre les pratiquants, les artistes, créateurs, les collectivités et les citoyens, mais aussi entre amateurs et professionnels.;Validée;2011-09-24;Bordeaux;Skate-board;87 Quai des Queyries;33100;Bordeaux;https://www.hangardarwin.org;2011
W332010765;La 58ème;;La 58ème, association et fédération d’associations, a été créée le 28 juin 2010 et fédère la vie associative à Darwin. Elle rassemble aujourd’hui une cinquantaine d’associations et a pour objet de participer à la valorisation des initiatives et pratiques culturelles, sportives, solidaires, sociales, citoyennes et environnementales.;Validée;2010-07-04;Bordeaux;Ecologie;87 quai des Queyries;33100;Bordeaux;http://caserneniel.org/;2010
W332014020;Bordeaux Compostelle Hospitalité Saint-Jacques;BCHSJ;"Assurer la gestion d’un gîte de pèlerins de Saint-Jacques de Compostelle à Bordeaux ; accueillir, informer et héberger les pèlerins de passage au gîte de Bordeaux ; guider et préparer les futurs pèlerins vers leur départ sur le Chemin de Compostelle, en préservant la spiritualité de la démarche ; promotion de l’action culturelle autour du pèlerinage et des Chemins de Compostelle.";Validée;2012-04-20;Bordeaux;"Randonnée pédestre;Patrimoine";76 rue du Général de Castelnau;33200;Bordeaux;https://www.bordeauxcompostelle.com/;2012
W335001177;L'atelier Remuménage;;L’association L’Atelier Remuménage, créée en février 2001, propose un service d’aide à la mobilité résidentielle sur l’ensemble du département de la Gironde avec des tarifs modulés en fonction du revenus et du quotient familial.. Elle participe directement au renforcement de la cohésion sociale. Sa vocation sociale est double puisqu’elle a également une mission d’insertion professionnelle.;Validée;2013-10-15;Bordeaux;Autres activités d'entraide et de solidarité;6 rue Jules Guesde;33800;Bordeaux;http://www.atelier-remumenage.org;2001
W751088271;Astrée;;Astrée a pour vocation de contribuer à la restauration du lien social, de rompre l'isolement et de favoriser le mieux-être de personnes en situation de fragilité sociale et/ou personnelle. Elle aide ces personnes à retrouver un équilibre et à prévenir l'aggravation de leur situation.;Validée;2015-06-06;PARIS;Autres activités d'entraide et de solidarité;17 rue des Menuts;33000;BORDEAUX;https://www.astree.asso.fr/;1987
W332011582;Office Aquitain de Recherches, d'Etudes, d'Information et de Liaison;OAREIL;L'association a pour vocation d'améliorer les conditions de vie sociales et culturelles de tout public.;Validée;1976-06-24;Bordeaux Cedex;"Photos;Arts plastiques;Cinéma/Vidéo;Littérature;Langues;Marche nordique;Randonnée pédestre;Histoire - Généalogie;Archéologie / Anthropologie;Géographie, nature – Environnement;Astronomie / Astrologie";3 rue Lafayette;33000;Bordeaux;http://www.oareil.org;1976
w332003114;Association des Malades et Opérés Cardiaques;AMOC;Nous savons que 1 personne sur 3 meurt d'un souci cardiovasculaire, que nous ne sommes que 3% en France à connaître les gestes qui sauvent. Aussi, par son dynamisme, l'AMOC est à l'écoute de tous les usagers et patients (infarctus du myocarde,stressés, stents, coronariens ou valvés, obèses, diabétiques, accidents vasculaires cérébraux…), nous pouvons par la prévention éviter ces accidents. Rejoignez-nous.;Validée;2007-02-02;Mérignac;"Autres activités de santé;Accompagnement des patients";55 avenue du Maréchal de Lattre de Tassigny;33700;Mérignac;http://www.amoc-asso.com;2007
W133010266;Action-Recherche-Développement;ARD;Promouvoir la recherche pour le développement, développer des actions visant à renforcer les capacités des femmes, initier des actions pour venir en aide aux populations en situation de pauvreté en participant activement à l'élaboration et la mise en oeuvre des projets de recherche appliquée;Validée;2008-06-10;Mérignac;Autres activités pour la vie de quartier;49 rue de Bordeaux;33700;Mérignac;;2008
W332012962;Collectif de ressources culturelles Bordonor;;Le Collectif de Ressources Culturelles Bordonor a pour mission de faciliter et favoriser l’accès à la culture et aux pratiques culturelles, principalement pour les populations des quartiers nord de Bordeaux. Il regroupe les structures suivantes : le centre social Bordeaux nord, le Théâtre La Boîte à Jouer, le Cerisier – Cie Apsaras Théâtre, Ricochet Sonore et le centre social et culturel GP IntenCité.;Validée;2017-05-13;Bordeaux;"Théâtre;Cirque;Arts de la rue;Jeune public;Marionnettes;Autres activités pour la vie de quartier";129 cours Edouard Vaillant;33300;Bordeaux;http://www.bordonor.org/;1998
W332018263;Faits de coeur's;;L'association a pour objet la mise en place d'actions de solidarité destinées aux personnes agées et aux personnes en situations d'aidants familiaux.;Validée;2015-01-15;Bordeaux;Accompagnement à la personne;27 rue Veyssière;33800;Bordeaux;;2015
W332005008;La Clé des Ondes;;Ouverte à toutes et tous, la Clé des Ondes est la radio qui se mouille pour qu'il fasse beau. Elle se fait l'écho du mouvement culturel, social, associatif, environnemental. D'ici et d'ailleurs, de toutes les couleurs, de toutes les nationalités, de toutes les musiques, de tout ce qui bouge, elle ouvre ses micros aux sans-voix. Elle s'écoute sur le 90.10 en FM et sur lacdo.org.;Validée;1981-10-08;Bordeaux;"Démocratie participative, action locale;Contemporaine;Ecologie;Autres activités en faveur de l'économie;Autres activités pour l'emploi, l'insertion professionnelle, la formation";71 cours Edouard Vaillant;33300;Bordeaux;https://lacledesondes.fr;1981
W332020900;Collectif Trois Tiers;;Le Collectif Trois-Tiers, pour tiers-temps, tiers-lieux et habitants, rassemble des passionnés des questions de développement local qui ont pour objectif commun de mettre l’habitant et les usagers au cœur du processus d'évolution des territoires ruraux.;Validée;2017-10-21;Bordeaux;Démocratie participative, action locale;35 rue des bahutiers;33000;Bordeaux;https://collectiftroistiers.com;2016
W332002030;Association Petite Enfance, Enfance et Famille;APEEF;Notre association loi 1901 anime et gère trois établissements, destinés à l'accueil des enfants et de leurs familles pour favoriser leur bien être et les aider à grandir et à prendre leur place dans la société. L’APEEF organise aussi des formations et intervient au sein de plusieurs écoles pour les activités périscolaires de fin de journée et les accueils de loisirs les mercredis et pendant les vacances.;Validée;2015-06-11;Bordeaux;"Activités péri et extra scolaires;Crèches;Centres de loisirs;Autres activités petite enfance et enfance;Encadrement, garde d'enfant";64 rue Magendie;33000;Bordeaux;https://apeef.com/;1998
w332012387-011;Centres d'animation de Bordeaux - Centre d'animation Saint-Michel;;Les Centres d’animation de Bordeaux se composent aujourd’hui de 11 centres d’animation à vocation sociale et culturelle répartis sur les deux rives de Bordeaux. Le centre d’animation Saint Michel propose un large panel d’activités et anime un pôle arts de la parole notamment grâce au partenariat avec le festival Chahuts.;Validée;2016-10-17;Bordeaux;"Centres d'animation / Centres sociaux;Accompagnement à la personne;Soutien scolaire;Autres activités d'entraide et de solidarité;Aide aux familles;Formation, formation continue, apprentissage;Couture, mode;Yoga;Centres de loisirs;Activités péri et extra scolaires;Renforcement musculaire;Musiques actuelles;Du monde;Musiques du monde";25 rue Permentade;33000;Bordeaux;https://centresanimationbordeaux.fr.fr/;1963
W332022581;Union départementale des comités de quartier et des fêtes de Bordeaux, et de la Gironde;UDCOF33-FNCOF;De promouvoir les comités de quartier et des fêtes de Bordeaux et du 33, ou tout autre association ayant le même but, de rassembler d’aider et d’assister les associations organisatrices de festivités sur Bordeaux, la métropole bordelaise et dans tout le département de la Gironde, de créer entre eux des liens d’amitié et de convivialité, de leur apporter une assistance technique, juridique, moral et promotionnelle.;Validée;2017-10-07;Bordeaux;Comités de quartier;52 rue Béranger;33100;Bordeaux;;1905
W332000586;AGEAC CSF Canaillous;;AGEAC CSF Canaillous est une association de 3 établissements et services d'accueil des jeunes enfants.;Validée;2012-05-03;Bordeaux;Crèches;13 rue Laffiteau;33800;Bordeaux;;1993
W332019841;L'artelier - Enseignement Artistique Beaux Arts;EABA;Ateliers d'expression, cours de dessin, peinture, arts plastiques pour adultes.;Validée;2016-02-08;Bordeaux;Arts plastiques;92 rue de Pessac;33000;Bordeaux;;2016
w751188475;Visages du saxophone;;Fondée en 1995, l’association Visages du Saxophone a pour objet de soutenir toutes les actions pour la promotion et la diffusion du saxophone : en favorisant la découverte & l’apprentissage de l’instrument, en permettant la pratique instrumentale et la réunion des « amoureux » du saxophone. Par notre diversité, nos différences et notre tolérance, composons et dessinons les visages du saxophone.;Validée;2017-05-14;Bordeaux;"Jazz;Classique;Contemporaine";10 rue Terrasson;33800;BORDEAUX;http://www.visages-saxophone.com;1995
W332003834;le Méridien Bordeaux;;"Le Méridien Bordeaux est une école de Tai Chi Chuan, art martial doux et complet, voie vers le calme, l’équilibre et la santé. Le mouvement du corps est continu, lent, sans tension ni raideur. Cette école enseigne la ""Forme 37 pas"" de Cheng Man Ching, la Forme longue (108 postures), le Qi Gong et le Dao Yin, la pratique à deux, poussée des mains (Tui shou) et les armes traditionnelles (épée, sabre, éventail).";Validée;2019-06-08;BORDEAUX;Taï Chi Chuan;50 rue du Tauzin;33000;BORDEAUX;;2005
W332003891;Urban Vibrations School;UVS;L’organisation d’actions solidaires, associations de compétences et mélanges des genres, promotion de l’art et des cultures, aide au développement individuel au travers de la pratique artistique et des échanges culturels, aide à la réalisation de projets, promouvoir la citoyenneté et favoriser les échanges autour des valeurs du vivre ensemble.;Validée;2008-01-01;Bordeaux;"Associations de quartier;Musiques du monde;Autres activités de citoyenneté";153 rue François Roganeau;33028;Bordeaux Cedex;http://www.assouvs.fr;2007
